artifact;repository
uk.org.retep.xmpp.protocol:xdata-layout;unknown
uk.org.retep.xmpp.protocol:jingle-apps-rtp-info;unknown
uk.org.retep.third-party.docbkx-tools:docbkx-maven-base;unknown
uk.org.retep.xmpp.protocol:x-encrypted;unknown
uk.org.retep.microkernel.launcher.darwin:x86_64;unknown
uk.org.retep.doclet:core;unknown
uk.org.retep.third-party.docbkx-tools:docbkx-fop-support;unknown
uk.ac.ed.ph.jacomax:jacomax-samples;unknown
uk.org.retep.microkernel.launcher.unix:wrapper;unknown
uk.bl.wa.discovery:warc-analysers-oscar4;unknown
uk.org.retep:retepSwing;unknown
uk.org.retep.tools.docbook:docbook;unknown
uk.org.retep.tools:deprecated;unknown
uk.org.retep:retepXMPPProtocol;unknown
uk.org.retep.xmpp.protocol:delimiter;unknown
uk.org.retep.microkernel:spring-annotations;unknown
uk.org.retep.xmpp.protocol:captcha;unknown
uk.org.retep.tools:doc;unknown
uk.co.iterator:iterator-reflection;unknown
uk.org.retep.xmpp.protocol:langtrans-items;unknown
uk.org.retep.xmpp.server:multiUserChat;unknown
uk.ac.ed.ph.jacomax:jacomax;unknown
uk.ac.ebi.gxa:atlas-db;unknown
us.akunevich.protectotron.core:core-model;unknown
uk.org.retep:retepSecureXML-core;unknown
ubique:inieditor;unknown
uk.org.retep.xmpp.server:multicast;unknown
uk.org.retep.xmpp.server:server;unknown
uk.org.retep.xmpp.test:test;unknown
uk.org.retep.xmpp.protocol:jingle-apps-rtp-errors;unknown
uk.org.retep.microkernel.launcher.linux:i386;unknown
uk.org.retep.xmpp.protocol:component-connect;unknown
uk.org.retep.xmpp.protocol:muc-user;unknown
uk.org.retep.xmpp:cluster;unknown
uk.org.retep.xmpp.protocol:x-signed;unknown
uk.org.retep.xmpp.protocol:x-oob;unknown
uk.org.retep.xmpp:annotations;unknown
uk.bl.wa.discovery:warc-openimaj;unknown
uk.co.iterator:iterator-fixtures;unknown
uk.org.retep.third-party.docbkx-tools:docbkx-builder-maven-plugin;unknown
uk.org.retep.tools:filter;unknown
uk.ac.ebi.gxa:atlas;unknown
uk.org.retep.xmpp.xmpp:base;unknown
uk.co.iterator:iterator-type-matchers;unknown
uk.org.retep.xmpp.server:iq-version;unknown
uk.org.retep.xmpp.net:socket;unknown
uk.org.retep:retepSecureXML;unknown
uk.org.retep.microkernel:spring;unknown
uk.org.retep.microkernel:logger;unknown
uk.ac.ebi.gxa:atlas-test;unknown
uk.org.retep.microkernel.web:jetty;unknown
uk.org.retep.xmpp.xmpp:plugin;unknown
uk.org.retep.site:maven-skin;unknown
uk.ac.ebi.gxa:atlas-web;unknown
uk.org.retep.xmpp.client:client;unknown
uk.org.retep.xmpp.xmpp:core;unknown
uk.org.retep.xmpp:main;unknown
uk.ac.ebi.gxa:indexbuilder;unknown
antlr:stringtemplate;unknown
c3p0:c3p0;unknown
dk.brics.automaton:automaton;unknown
javax.jms:jms-api;unknown
javax.transaction:jta;unknown
junit-addons:junit-addons;unknown
myfaces:myfaces-api;unknown
org.apache.cxf:cxf-api;unknown
org.apache.cxf:cxf-rt-bindings-http;unknown
org.apache.hadoop:hadoop-mapreduce-client-common;unknown
org.apache.hadoop:hadoop-test;unknown
org.apache.kafka:kafka_2.13;unknown
org.apache.kafka:kafka_2.9.1;unknown
saxon:saxon;unknown
taglibs:standard;unknown
asm:asm-attrs;unknown
bouncycastle:bcmail-jdk16;unknown
bouncycastle:bcprov-jdk16;unknown
com.databricks:dbutils-api_2.12;unknown
jstl:jstl;unknown
org.apache.ant:ant-compress;unknown
org.jdesktop:beansbinding;unknown
org.opensymphony.quartz:quartz-all;unknown
org.osgi:org.osgi;unknown
ant-contrib:ant-contrib;unknown
batik:batik-awt-util;unknown
batik:batik-dom;unknown
batik:batik-svg-dom;unknown
batik:batik-svggen;unknown
batik:batik-util;unknown
batik:batik-xml;unknown
org.apache.kafka:kafka-streams-test-utils;unknown
org.apache.tomcat:tomcat-coyote;unknown
org.opengis:geoapi;unknown
gnu.getopt:java-getopt;unknown
de.java2html:java2html;unknown
fastutil:fastutil;unknown
javax.resource:connector-api;unknown
org.apache.sis.non-free:sis-epsg;unknown
org.apache.tomcat:coyote;unknown
org.apache.tomcat:jasper;unknown
org.codehaus.woodstox:wstx-asl;unknown
org.codehaus.woodstox:wstx-lgpl;unknown
com.oracle:ojdbc14;unknown
org.hibernate:ejb3-persistence;unknown
pdfbox:pdfbox;unknown
org.mobicents.external.freetts:cmu_time_awb;unknown
org.mobicents.external.freetts:cmu_us_kal;unknown
org.mobicents.external.freetts:cmudict04;unknown
org.mobicents.external.freetts:cmulex;unknown
org.mobicents.external.freetts:cmutimelex;unknown
org.mobicents.external.freetts:en_us;unknown
org.mobicents.external.freetts:freetts;unknown
org.nuiton.thirdparty:JRI;unknown
regexp:regexp;unknown
jmock:jmock-cglib;unknown
javax.xml:jaxrpc-api;unknown
jboss:jboss-common;unknown
org.eclipse.osgi:org.eclipse.osgi;unknown
springframework:spring-beans;unknown
springframework:spring-context;unknown
springframework:spring-core;unknown
springframework:spring-web;unknown
springframework:spring-webmvc;unknown
commons-vfs:commons-vfs;unknown
tomcat:tomcat-naming;unknown
top.ssrsdev:plugin-base;unknown
tranql:tranql-connector-derby-embed-xa;unknown
top.klw8.alita:alita-base-service-api;unknown
top.redjujubetree:grpc-tunnel-common;unknown
tomcat:tomcat-apr;unknown
top.klw8.alita:alita-rocketmq-consumers-starter;unknown
tomcat:servlets-cgi;unknown
top.ssrsdev:plugin-words;unknown
tomcat:servlet-api;unknown
toplink.essentials:toplink-essentials-agent;unknown
top.klw8.alita:alita-service-mongodb-starter;unknown
top.klw8.alita:alita-mybatis-spring-data-spring-boot-starter;unknown
tomcat:warp;unknown
tyrex:tyrex;unknown
tranql:tranql;unknown
top.klw8.alita:alita-spring-boot-base;unknown
tranql:tranql-connector-derby-client-xa;unknown
tomcat:tomcat-ajp;unknown
tomcat:tomcat-i18n-ja;unknown
top.dcenter:session-detail-example;unknown
tomcat:naming-resources;unknown
tomcat:catalina-ant-jmx;unknown
top.klw8.alita:alita-basic-services-spring-boot-starter;unknown
tranql:tranql-connector-derby-common;unknown
top.klw8.alita:alita-service-api;unknown
tomcat:tomcat-coyote;unknown
tranql:tranql-connector-derby-client-local;unknown
tomcat:tomcat-jk;unknown
tomcat:servlets-common;unknown
torque:torque;unknown
tomcat:tomcat-jkstatus-ant;unknown
tomcat:servlets-default;unknown
top.heue.utils:binding;unknown
tomcat:catalina-cluster;unknown
top.redjujubetree:grpc-tunnel-server-spring-boot-starter;unknown
tv.cntt:sclasner_2.9.1;unknown
top.dcenter:quickStart;unknown
tomcat:tomcat-http11;unknown
tk.labyrinth.jaap:jaap-core;unknown
top.dcenter:social-detail-example;unknown
toplink.essentials:toplink-essentials;unknown
tomcat:apache-tomcat;unknown
tomcat:naming-common;unknown
tomcat:servlets-invoker;unknown
tomcat:catalina-i18n-ja;unknown
tmporb:tmporb-ots;unknown
tomcat:tomcat-warp;unknown
tomcat:catalina;unknown
tomcat:tomcat33-coyote;unknown
tomcat:servlet;unknown
tomcat:catalina-optional;unknown
top.klw8.alita:alita-entitys;unknown
tomcat:catalina-manager;unknown
top.xtcoder:clove-all;unknown
tomcat:webserver;unknown
tomcat:tomcat33-resource;unknown
top.52helper:utils;unknown
tomcat:catalina-i18n-fr;unknown
top.xtcoder:clove-json;unknown
top.hmtools:wxmp-webpage;unknown
top.xtcoder:clove-core;unknown
tomcat:catalina-i18n-es;unknown
top.lvtao:tao-web;unknown
top.dcenter:validate-code-example;unknown
tmporb:tmporb-ns-omg;unknown
top.cutexingluo.tools:xingtools-bom;unknown
tomcat:catalina-ant;unknown
top.hmtools:wxmp-message;unknown
top.xtcoder:clove-log;unknown
top.redjujubetree:grpc-tunnel-client-spring-boot-starter;unknown
tmporb:tmporb-orb;unknown
top.klw8.alita:alita-base-entitys;unknown
tomcat:naming-factory;unknown
torque:maven-torque-plugin;unknown
top.dcenter:basic-detail-example;unknown
top.xtcoder:clove-examples;unknown
tomcat:commons-modeler;unknown
top.ssrsdev:plugin-elasticsearch;unknown
top.lshaci:framework-dingtalk;unknown
top.52helper:spring-plugin;unknown
top.dcenter:basic-example;unknown
top.jiaojinxin:jln-sign;unknown
top.52helper.spring-plugin:top.52helper.spring-plugin.gradle.plugin;unknown
top.heue.utils:container;unknown
tmporb:tmporb-orb-tools;unknown
tomcat:servlets-webdav;unknown
tomcat:tomcat-juli;unknown
top.ssrsdev:plugin-platform;unknown
top.jiaojinxin:jln-core;unknown
tomcat:jasper-compiler-jdt;unknown
top.xiajibagao:crane-extension;unknown
tomcat:jkshm;unknown
tomcat:tomcat-ant;unknown
tomcat:tomcat-jk2;unknown
tomcat:tomcat-util;unknown
top.xtcoder:prbase-test;unknown
top.ssrsdev:eightroes-webapp-base;unknown
tjdo:tjdo;unknown
turbine:turbine;unknown
tomcat:facade22;unknown
top.52helper:docker-publish-image;unknown
tomcat:container_util;unknown
top.lshaci:framework-file-parent;unknown
tomcat:bootstrap;unknown
top.zhuangjinxin:xtools-datetime;unknown
tv.cntt:scaposer_2.9.1;unknown
top.klw8.alita:alita-restful-api-starter;unknown
tmporb:tmporb-ssl;unknown
top.52helper:spring-boot-starter-plugins;unknown
tomcat:catalina-root;unknown
tomcat:tomcat-http;unknown
top.lshaci:framework-file;unknown
top.xtcoder:clove-doc-server;unknown
top.klw8.alita:alita-mongodb-spring-data-spring-boot-starter;unknown
top.xiajibagao:crane-annotation;unknown
top.hmtools:wxmp-comment;unknown
top.hmtools:wxmp-menu;unknown
top.moirae:moirae-context;unknown
top.52helper.docker-publish-image:top.52helper.docker-publish-image.gradle.plugin;unknown
top.lshaci:framework-file-minio;unknown
top.totalo:spring-boot-starter-apollo;unknown
top.klw8.alita:alita-service-mybatis-spring-boot-starter;unknown
tk.labyrinth.jaap:jaap-parent;unknown
top.dcenter:permission-example;unknown
tomcat:stop-tomcat;unknown
top.52helper.gradle-spring:top.52helper.gradle-spring.gradle.plugin;unknown
tiffrenderer:tiffrenderer;unknown
top.rabbiter:rabbiter-framework;unknown
top.52helper:gradle-spring;unknown
tk.labyrinth.jaap:jaap-testing;unknown
top.klw8.alita:alita-starter-base;unknown
top.klw8.alita:alita-authorization-server-spring-boot-starter;unknown
top.xtcoder:clove-common;unknown
top.rabbiter:rabbiter-builder;unknown
top.oneyoung:oneyoung-i18n;unknown
top.xtcoder:clove-mvc;unknown
top.rabbiter:rabbiter-cloud;unknown
top.oneyoung:oneyoung-start;unknown
top.klw8.alita:alita-gateway-server-spring-boot-starter;unknown
tomcat:etomcat;unknown
tomcat:naming-java;unknown
tomcat:servlets-ssi;unknown
traer.physics:physics;unknown
top.hmtools:wxmp-user;unknown
thaiopensource:jing;unknown
tk.labyrinth.jaap:jaap-misc4j2;unknown
top.lvtao:tao-query;unknown
top.lvtao:tao-script;unknown
tk.labyrinth.jaap:jaap;unknown
top.jiaojinxin:jln-audit-log;unknown
tmporb:tmporb-ns-jndi;unknown
top.zhuangjinxin:xtools-message;unknown
top.chukongxiang:ctools-all;unknown
tmporb:tmporb-tools;unknown
top.xtcoder:clove-orm;unknown
tomcat:servlets-manager;unknown
tools.vitruv:tools.vitruv.cli.p2wrappers;unknown
tomcat:tomcat4-coyote;unknown
tomcat:tomcat-jni;unknown
tools.vitruv:tools.vitruv.cli.cli;unknown
tomcat:naming-factory-dbcp;unknown
tomcat:commons-logging;unknown
tomcat:commons-fileupload;unknown
tomcat:jsp-api;unknown
tomcat:tomcat;unknown
tomcat:catalina-balancer;unknown
tonic:jarjar;unknown
tv.cntt:xitrum-xgettext_2.9.1;unknown
top.onceio:onceio;unknown
tmporb:tmporb-pss;unknown
top.zhuangjinxin:xtools-all;unknown
tools.vitruv:tools.vitruv.cli;unknown
tomcat:catalina-host-manager;unknown
tomcat:jasper;unknown
tomcat:tomcat-parent;unknown
top.lvtao:tao-db;unknown
top.hmtools:wxmp-material;unknown
top.lshaci:framework-file-oss;unknown
tk.labyrinth.jaap:test-coverage;unknown
top.52helper:login;unknown
top.klw8.alita:alita-commons;unknown
top.lshaci:framework-file-fdfs;unknown
top.dcenter:social-simple-example;unknown
top.chukongxiang:ctools-file;unknown
top.klw8.alita:alita-service-mongodb-api;unknown
top.heue.utils:lifecycle;unknown
tools.vitruv:tools.vitruv.cli.p2wrappers.emfutils;unknown
tomcat:tomcat_modules;unknown
tomcat:tomcat_core;unknown
top.klw8.alita:alita-job-executor-starter;unknown
top.ssrsdev:eightroes-dependencies;unknown
top.dcenter:demo;unknown
top.hmtools:wxmp-core;unknown
tomcat:tomcat-i18n-es;unknown
tomcat:tomcat-i18n-en;unknown
top.hmtools:wxmp-account;unknown
top.xtcoder:clove-t;unknown
top.klw8.alita:alita-restful-api-resServer-starter;unknown
tomcat:commons-daemon;unknown
tmporb:tmporb-orb-omg;unknown
tomcat:tomcat-i18n-fr;unknown
tomcat:catalina-admin;unknown
top.klw8.alita:alita-basic-restful-api-spring-boot-starter;unknown
tomcat:jkconfig;unknown
top.rabbiter:rabbiter-base;unknown
top.oneyoung:oneyoung-i18n-starter;unknown
tomcat:core_util;unknown
top.xtcoder:clove-doc-client;unknown
tmporb:tmporb-ins;unknown
top.xcore:xdata-core-SNAPSHOT;unknown
top.lshaci:framework-log;unknown
tomcat:catalina-storeconfig;unknown
tv.cntt:xitrum-plugin_2.8.1;unknown
tomcat:commons-logging-api;unknown
tomcat:commons-el;unknown
axion:axion;unknown
commons-primitives:commons-primitives;unknown
geronimo-spec:geronimo-spec-j2ee-connector;unknown
javax.jms:jms;unknown
org.apache.kafka:connect-api;unknown
org.codehaus.jackson:jackson-xc;unknown
org.glassfish:javax.servlet.jsp;unknown
org.activiti:activiti-spring-boot-starter-basic;unknown
org.apache.kafka:connect-json;unknown
org.apache.poi:poi-excelant;unknown
org.wso2.apache.httpcomponents:httpclient;unknown
org.apache.poi:poi-ooxml-full;unknown
cryptix:cryptix;unknown
ecs:ecs;unknown
excalibur-component:excalibur-component;unknown
excalibur-instrument:excalibur-instrument;unknown
excalibur-logger:excalibur-logger;unknown
excalibur-pool:excalibur-pool;unknown
fop:fop;unknown
jdbc:jdbc;unknown
avalon-framework:avalon-framework-api;unknown
avalon-framework:avalon-framework-impl;unknown
avalon-logkit:avalon-logkit;unknown
com.ibm.db2.jcc:db2jcc;unknown
com.metaparadigm:json-rpc;unknown
commons-modeler:commons-modeler;unknown
excalibur-instrument:excalibur-instrument-api;unknown
excalibur-pool:excalibur-pool-api;unknown
fulcrum:fulcrum-yaafi;unknown
gnu-regexp:gnu-regexp;unknown
javax.media:jmf;unknown
fulcrum:fulcrum-testcontainer;unknown
geronimo-spec:geronimo-spec-j2ee;unknown
tech.testnx.cah:composite-automation-harness;unknown
tech.uom.lib:uom-lib-yasson;unknown
test.dconstan:test-bundle;unknown
tech.iboot:iboot-sample-database;unknown
tech.iboot:iboot-framework-core;unknown
tech.ceballos.nifi.withings:nifi-withings;unknown
tech.esphero:service-wrapper;unknown
tech.simter:simter-kv-parent;unknown
tech.esphero:multitenant-spring-boot-starter;unknown
tech.ceballos.nifi:nifi-withings;unknown
tech.iboot:iboot-framework-sample;unknown
tech.iboot:iboot-sample;unknown
tech.nimbbl.sdk:nimbbl-checkout-sdk;unknown
tech.esphero:http-wrapper;unknown
tech.touchbiz.ai:client-api;unknown
tech.ceballos.nifi:nifi-withings-bundle;unknown
tech.msop:ms-core-test;unknown
tech.ceballos.nifi:nifi-withings-nar;unknown
tech.iboot:iboot-framework-commons;unknown
textarea:textarea;unknown
tech.mlsql:mlsql-ps-service-2.4.3_2.11;unknown
org.apache.hadoop:hadoop-client-api;unknown
org.apache.hadoop:hadoop-client-runtime;unknown
org.apache.hadoop:hadoop-minikdc;unknown
net.sf.morph:morph;unknown
io.github.b18150228njupt:knife4j-openapi3-webflux-spring-boot-starter;unknown
sshtools:j2ssh-daemon;unknown
springframework:spring-hibernate;unknown
sshtools:j2ssh-core;unknown
strutstestcase:strutstestcase;unknown
struts:struts-bean;unknown
suiterunner:suiterunner;unknown
spring:spring-aop;unknown
swt:jface;unknown
struts:struts-nested;unknown
taglibrarydoc:tlddoc;unknown
taglibs:sql;unknown
struts:struts-logic-el;unknown
sysunit:sysunit;unknown
subshell:subpersistence;unknown
studio.magemonkey:sapphire;unknown
taglibs:dbtags-doc;unknown
studio.magemonkey:genesis;unknown
taglibs:fmt;unknown
tambora:tambora-papinet;unknown
taglibs:string-examples;unknown
spice:spice-alchemist;unknown
tablelayout:TableLayoutPersistenceDelegate;unknown
spring:spring-context;unknown
taglibs:regexp-doc;unknown
taglibs:permittedTaglibs;unknown
tapestry:tapestry-annotations;unknown
struts:struts-tiles;unknown
taglibs:string;unknown
tapestry:vlibbeans;unknown
taglibs:log-examples;unknown
springframework:spring-remoting;unknown
taglibs:fn;unknown
struts-menu:struts-menu;unknown
spice:spice-metaclass;unknown
taglibs:request;unknown
swt:osgi;unknown
struts:struts-html;unknown
spice:spice-sca;unknown
springframework:spring-orm;unknown
springframework:spring-dao;unknown
springframework:spring-full;unknown
taglibs:fmt-rt;unknown
spring:spring-web;unknown
soimp:soimp;unknown
statcvs:statcvs;unknown
taglibs:session;unknown
struts:struts-el;unknown
solarisrealm:sparc;unknown
tapestry:tapestry-contrib;unknown
taglibs:scriptfree;unknown
tapestry:net.sf.tapestry.contrib;unknown
springmodules:springmodules-validator;unknown
spring:spring-core;unknown
swarmcache:swarmcache;unknown
struts:struts-logic;unknown
studio.magemonkey:fusion;unknown
spice:spice-jndikit;unknown
taglibs:datetime;unknown
spring:spring-webmvc;unknown
taglibs:x;unknown
taglibs:c;unknown
struts:struts-legacy;unknown
studio.magemonkey:genesis-inventorycommands;unknown
sysunit:plugin-sysunit;unknown
struts:struts-template;unknown
studio.magemonkey:enigma;unknown
stxx:stxx;unknown
spice:spice-cli;unknown
taglibs:standard-examples;unknown
swt:swt-linux-gtk-pi;unknown
tapestry:tapestry-portlet;unknown
springframework:spring-support;unknown
taglibs:c-rt;unknown
tec.uom.domain:uom-mp-metrics-java8;unknown
solarisrealm:libsolx86auth;unknown
taglibs:sql-rt;unknown
swt:swt-gtk-mozilla;unknown
studio.magemonkey:homestead;unknown
taglibs:regexp-examples;unknown
tambora:tambora-tpi;unknown
taglibs:request-doc;unknown
software.tnb:odo-downloader-maven-plugin;unknown
taglibs:response;unknown
struts:struts-html-el;unknown
taglibs:x-rt;unknown
spice:spice-xmlpolicy;unknown
taglibs:response-doc;unknown
spice:spice-salt;unknown
spice:spice-threadpool;unknown
studio.magemonkey:blueprint;unknown
spice:spice-loggerstore;unknown
springframework:spring-jdbc;unknown
studio.magemonkey:genesis-quickshops;unknown
studio.magemonkey:divinity;unknown
springframework:spring-aop;unknown
speexx:speexx-util;unknown
tagishauth:tagishauth;unknown
springmodules:springmodules-jsr94;unknown
sslext:sslext;unknown
studio.magemonkey:fabled-enchants;unknown
subpersistence:subpersistence;unknown
swt:runtime;unknown
spice:spice-netserve;unknown
solarisrealm:libsolsparcauth;unknown
swt:swt-linux-gtk;unknown
taglibs:application;unknown
taglibs:string-doc;unknown
taglibs:standard-doc;unknown
taglibs:page;unknown
spice:spice-metaclass-plugin;unknown
taglibs:random;unknown
spice:spice-configkit;unknown
taglibs:page-examples;unknown
taglibs:session-doc;unknown
struts:struts-tiles-el;unknown
spice:spice-metaclass-jmx;unknown
taglibs:application-examples;unknown
taglibs:xsl-doc;unknown
swt:swt-win32;unknown
spice:spice-swingactions;unknown
studio.magemonkey:fabled-parties;unknown
springmodules:springmodules-validation;unknown
taglibs:xsl-examples;unknown
taglibs:application-doc;unknown
swt:forms;unknown
taglibs:datetime-examples;unknown
spice:spice-jmxtools;unknown
springframework:spring-parent;unknown
tclib:tclib;unknown
speexx:ocean-annotation-handler;unknown
taglibs:log-doc;unknown
springmodules:springmodules-osworkflow;unknown
tagsoup:tagsoup;unknown
spring:spring;unknown
struts:struts-bean-el;unknown
taglibs:random-examples;unknown
taglibs:dbtags;unknown
software.tnb:odo-downloader-core;unknown
tagalog:tagalog;unknown
taglibs:random-doc;unknown
spring:spring-beans;unknown
taglibs:session-examples;unknown
sshtools:j2ssh-common;unknown
spring:spring-orm;unknown
studio.crud.feature:bom;unknown
springmodules:springmodules;unknown
swt:swt-mozilla;unknown
studio.magemonkey:genesis-playershops;unknown
taglibs:log;unknown
swt:swt-macosx;unknown
taglibs:request-examples;unknown
spice:spice-classman;unknown
taglibs:xsl;unknown
taglibs:benchmark;unknown
studio.magemonkey:genesis-multiplecurrencies;unknown
taglibs:regexp;unknown
spring:spring-mock;unknown
spice:spice-converter;unknown
stapler:stapler;unknown
sshtools:j2ssh-ant;unknown
